Vendor,device_type,model,mac_address,serial_number,band_type
ZTE,Router,Archer C6,AA:BB:16:00:0A:16,SN-Router-02582,single_band
TP-Link,Modem,MB8600,AA:BB:17:00:0A:17,SN-Modem-02583,dual_band
Cisco,Access Point,EAP225,AA:BB:18:00:0A:18,SN-AccessPoint-02584,single_band
Huawei,Switch,SG108,AA:BB:19:00:0A:19,SN-Switch-02585,dual_band
Nokia,ONT,HG8145V5,AA:BB:1A:00:0A:1A,SN-ONT-02586,single_band
ZTE,ONU,G-140W-C,AA:BB:1B:00:0A:1B,SN-ONU-02587,dual_band
TP-Link,Router,Archer C6,AA:BB:1C:00:0A:1C,SN-Router-02588,single_band
Cisco,Modem,MB8600,AA:BB:1D:00:0A:1D,SN-Modem-02589,dual_band
Huawei,Access Point,EAP225,AA:BB:1E:00:0A:1E,SN-AccessPoint-02590,single_band
Nokia,Switch,SG108,AA:BB:1F:00:0A:1F,SN-Switch-02591,dual_band
ZTE,ONT,HG8145V5,AA:BB:20:00:0A:20,SN-ONT-02592,single_band
TP-Link,ONU,G-140W-C,AA:BB:21:00:0A:21,SN-ONU-02593,dual_band
Cisco,Router,Archer C6,AA:BB:22:00:0A:22,SN-Router-02594,single_band
Huawei,Modem,MB8600,AA:BB:23:00:0A:23,SN-Modem-02595,dual_band
Nokia,Access Point,EAP225,AA:BB:24:00:0A:24,SN-AccessPoint-02596,single_band
ZTE,Switch,SG108,AA:BB:25:00:0A:25,SN-Switch-02597,dual_band
TP-Link,ONT,HG8145V5,AA:BB:26:00:0A:26,SN-ONT-02598,single_band
Cisco,ONU,G-140W-C,AA:BB:27:00:0A:27,SN-ONU-02599,dual_band
Huawei,Router,Archer C6,AA:BB:28:00:0A:28,SN-Router-02600,single_band
Nokia,Modem,MB8600,AA:BB:29:00:0A:29,SN-Modem-02601,dual_band
ZTE,Access Point,EAP225,AA:BB:2A:00:0A:2A,SN-AccessPoint-02602,single_band
TP-Link,Switch,SG108,AA:BB:2B:00:0A:2B,SN-Switch-02603,dual_band
Cisco,ONT,HG8145V5,AA:BB:2C:00:0A:2C,SN-ONT-02604,single_band
Huawei,ONU,G-140W-C,AA:BB:2D:00:0A:2D,SN-ONU-02605,dual_band
Nokia,Router,Archer C6,AA:BB:2E:00:0A:2E,SN-Router-02606,single_band
ZTE,Modem,MB8600,AA:BB:2F:00:0A:2F,SN-Modem-02607,dual_band
TP-Link,Access Point,EAP225,AA:BB:30:00:0A:30,SN-AccessPoint-02608,single_band
Cisco,Switch,SG108,AA:BB:31:00:0A:31,SN-Switch-02609,dual_band
Huawei,ONT,HG8145V5,AA:BB:32:00:0A:32,SN-ONT-02610,single_band
Nokia,ONU,G-140W-C,AA:BB:33:00:0A:33,SN-ONU-02611,dual_band
ZTE,Router,Archer C6,AA:BB:34:00:0A:34,SN-Router-02612,single_band
TP-Link,Modem,MB8600,AA:BB:35:00:0A:35,SN-Modem-02613,dual_band
Cisco,Access Point,EAP225,AA:BB:36:00:0A:36,SN-AccessPoint-02614,single_band
Huawei,Switch,SG108,AA:BB:37:00:0A:37,SN-Switch-02615,dual_band
Nokia,ONT,HG8145V5,AA:BB:38:00:0A:38,SN-ONT-02616,single_band
ZTE,ONU,G-140W-C,AA:BB:39:00:0A:39,SN-ONU-02617,dual_band
TP-Link,Router,Archer C6,AA:BB:3A:00:0A:3A,SN-Router-02618,single_band
Cisco,Modem,MB8600,AA:BB:3B:00:0A:3B,SN-Modem-02619,dual_band
Huawei,Access Point,EAP225,AA:BB:3C:00:0A:3C,SN-AccessPoint-02620,single_band
Nokia,Switch,SG108,AA:BB:3D:00:0A:3D,SN-Switch-02621,dual_band
ZTE,ONT,HG8145V5,AA:BB:3E:00:0A:3E,SN-ONT-02622,single_band
TP-Link,ONU,G-140W-C,AA:BB:3F:00:0A:3F,SN-ONU-02623,dual_band
Cisco,Router,Archer C6,AA:BB:40:00:0A:40,SN-Router-02624,single_band
Huawei,Modem,MB8600,AA:BB:41:00:0A:41,SN-Modem-02625,dual_band
Nokia,Access Point,EAP225,AA:BB:42:00:0A:42,SN-AccessPoint-02626,single_band
ZTE,Switch,SG108,AA:BB:43:00:0A:43,SN-Switch-02627,dual_band
TP-Link,ONT,HG8145V5,AA:BB:44:00:0A:44,SN-ONT-02628,single_band
Cisco,ONU,G-140W-C,AA:BB:45:00:0A:45,SN-ONU-02629,dual_band
Huawei,Router,Archer C6,AA:BB:46:00:0A:46,SN-Router-02630,single_band
Nokia,Modem,MB8600,AA:BB:47:00:0A:47,SN-Modem-02631,dual_band
ZTE,Access Point,EAP225,AA:BB:48:00:0A:48,SN-AccessPoint-02632,single_band
TP-Link,Switch,SG108,AA:BB:49:00:0A:49,SN-Switch-02633,dual_band
Cisco,ONT,HG8145V5,AA:BB:4A:00:0A:4A,SN-ONT-02634,single_band
Huawei,ONU,G-140W-C,AA:BB:4B:00:0A:4B,SN-ONU-02635,dual_band
Nokia,Router,Archer C6,AA:BB:4C:00:0A:4C,SN-Router-02636,single_band
ZTE,Modem,MB8600,AA:BB:4D:00:0A:4D,SN-Modem-02637,dual_band
TP-Link,Access Point,EAP225,AA:BB:4E:00:0A:4E,SN-AccessPoint-02638,single_band
Cisco,Switch,SG108,AA:BB:4F:00:0A:4F,SN-Switch-02639,dual_band
Huawei,ONT,HG8145V5,AA:BB:50:00:0A:50,SN-ONT-02640,single_band
Nokia,ONU,G-140W-C,AA:BB:51:00:0A:51,SN-ONU-02641,dual_band
ZTE,Router,Archer C6,AA:BB:52:00:0A:52,SN-Router-02642,single_band
TP-Link,Modem,MB8600,AA:BB:53:00:0A:53,SN-Modem-02643,dual_band
Cisco,Access Point,EAP225,AA:BB:54:00:0A:54,SN-AccessPoint-02644,single_band
Huawei,Switch,SG108,AA:BB:55:00:0A:55,SN-Switch-02645,dual_band
Nokia,ONT,HG8145V5,AA:BB:56:00:0A:56,SN-ONT-02646,single_band
ZTE,ONU,G-140W-C,AA:BB:57:00:0A:57,SN-ONU-02647,dual_band
TP-Link,Router,Archer C6,AA:BB:58:00:0A:58,SN-Router-02648,single_band
Cisco,Modem,MB8600,AA:BB:59:00:0A:59,SN-Modem-02649,dual_band
Huawei,Access Point,EAP225,AA:BB:5A:00:0A:5A,SN-AccessPoint-02650,single_band
Nokia,Switch,SG108,AA:BB:5B:00:0A:5B,SN-Switch-02651,dual_band
ZTE,ONT,HG8145V5,AA:BB:5C:00:0A:5C,SN-ONT-02652,single_band
TP-Link,ONU,G-140W-C,AA:BB:5D:00:0A:5D,SN-ONU-02653,dual_band
Cisco,Router,Archer C6,AA:BB:5E:00:0A:5E,SN-Router-02654,single_band
Huawei,Modem,MB8600,AA:BB:5F:00:0A:5F,SN-Modem-02655,dual_band
Nokia,Access Point,EAP225,AA:BB:60:00:0A:60,SN-AccessPoint-02656,single_band
ZTE,Switch,SG108,AA:BB:61:00:0A:61,SN-Switch-02657,dual_band
TP-Link,ONT,HG8145V5,AA:BB:62:00:0A:62,SN-ONT-02658,single_band
Cisco,ONU,G-140W-C,AA:BB:63:00:0A:63,SN-ONU-02659,dual_band
Huawei,Router,Archer C6,AA:BB:64:00:0A:64,SN-Router-02660,single_band
Nokia,Modem,MB8600,AA:BB:65:00:0A:65,SN-Modem-02661,dual_band
ZTE,Access Point,EAP225,AA:BB:66:00:0A:66,SN-AccessPoint-02662,single_band
TP-Link,Switch,SG108,AA:BB:67:00:0A:67,SN-Switch-02663,dual_band
Cisco,ONT,HG8145V5,AA:BB:68:00:0A:68,SN-ONT-02664,single_band
Huawei,ONU,G-140W-C,AA:BB:69:00:0A:69,SN-ONU-02665,dual_band
Nokia,Router,Archer C6,AA:BB:6A:00:0A:6A,SN-Router-02666,single_band
ZTE,Modem,MB8600,AA:BB:6B:00:0A:6B,SN-Modem-02667,dual_band
TP-Link,Access Point,EAP225,AA:BB:6C:00:0A:6C,SN-AccessPoint-02668,single_band
Cisco,Switch,SG108,AA:BB:6D:00:0A:6D,SN-Switch-02669,dual_band
Huawei,ONT,HG8145V5,AA:BB:6E:00:0A:6E,SN-ONT-02670,single_band
Nokia,ONU,G-140W-C,AA:BB:6F:00:0A:6F,SN-ONU-02671,dual_band
ZTE,Router,Archer C6,AA:BB:70:00:0A:70,SN-Router-02672,single_band
TP-Link,Modem,MB8600,AA:BB:71:00:0A:71,SN-Modem-02673,dual_band
Cisco,Access Point,EAP225,AA:BB:72:00:0A:72,SN-AccessPoint-02674,single_band
Huawei,Switch,SG108,AA:BB:73:00:0A:73,SN-Switch-02675,dual_band
Nokia,ONT,HG8145V5,AA:BB:74:00:0A:74,SN-ONT-02676,single_band
ZTE,ONU,G-140W-C,AA:BB:75:00:0A:75,SN-ONU-02677,dual_band
TP-Link,Router,Archer C6,AA:BB:76:00:0A:76,SN-Router-02678,single_band
Cisco,Modem,MB8600,AA:BB:77:00:0A:77,SN-Modem-02679,dual_band
Huawei,Access Point,EAP225,AA:BB:78:00:0A:78,SN-AccessPoint-02680,single_band
Nokia,Switch,SG108,AA:BB:79:00:0A:79,SN-Switch-02681,dual_band
ZTE,ONT,HG8145V5,AA:BB:7A:00:0A:7A,SN-ONT-02682,single_band
TP-Link,ONU,G-140W-C,AA:BB:7B:00:0A:7B,SN-ONU-02683,dual_band
Cisco,Router,Archer C6,AA:BB:7C:00:0A:7C,SN-Router-02684,single_band
Huawei,Modem,MB8600,AA:BB:7D:00:0A:7D,SN-Modem-02685,dual_band
Nokia,Access Point,EAP225,AA:BB:7E:00:0A:7E,SN-AccessPoint-02686,single_band
ZTE,Switch,SG108,AA:BB:7F:00:0A:7F,SN-Switch-02687,dual_band
TP-Link,ONT,HG8145V5,AA:BB:80:00:0A:80,SN-ONT-02688,single_band
Cisco,ONU,G-140W-C,AA:BB:81:00:0B:81,SN-ONU-02689,dual_band
Huawei,Router,Archer C6,AA:BB:82:00:0B:82,SN-Router-02690,single_band
Nokia,Modem,MB8600,AA:BB:83:00:0B:83,SN-Modem-02691,dual_band
ZTE,Access Point,EAP225,AA:BB:84:00:0B:84,SN-AccessPoint-02692,single_band
TP-Link,Switch,SG108,AA:BB:85:00:0B:85,SN-Switch-02693,dual_band
Cisco,ONT,HG8145V5,AA:BB:86:00:0B:86,SN-ONT-02694,single_band
Huawei,ONU,G-140W-C,AA:BB:87:00:0B:87,SN-ONU-02695,dual_band
Nokia,Router,Archer C6,AA:BB:88:00:0B:88,SN-Router-02696,single_band
ZTE,Modem,MB8600,AA:BB:89:00:0B:89,SN-Modem-02697,dual_band
TP-Link,Access Point,EAP225,AA:BB:8A:00:0B:8A,SN-AccessPoint-02698,single_band
Cisco,Switch,SG108,AA:BB:8B:00:0B:8B,SN-Switch-02699,dual_band
Huawei,ONT,HG8145V5,AA:BB:8C:00:0B:8C,SN-ONT-02700,single_band
Nokia,ONU,G-140W-C,AA:BB:8D:00:0B:8D,SN-ONU-02701,dual_band
ZTE,Router,Archer C6,AA:BB:8E:00:0B:8E,SN-Router-02702,single_band
TP-Link,Modem,MB8600,AA:BB:8F:00:0B:8F,SN-Modem-02703,dual_band
Cisco,Access Point,EAP225,AA:BB:90:00:0B:90,SN-AccessPoint-02704,single_band
Huawei,Switch,SG108,AA:BB:91:00:0B:91,SN-Switch-02705,dual_band
Nokia,ONT,HG8145V5,AA:BB:92:00:0B:92,SN-ONT-02706,single_band
ZTE,ONU,G-140W-C,AA:BB:93:00:0B:93,SN-ONU-02707,dual_band
TP-Link,Router,Archer C6,AA:BB:94:00:0B:94,SN-Router-02708,single_band
Cisco,Modem,MB8600,AA:BB:95:00:0B:95,SN-Modem-02709,dual_band
Huawei,Access Point,EAP225,AA:BB:96:00:0B:96,SN-AccessPoint-02710,single_band
Nokia,Switch,SG108,AA:BB:97:00:0B:97,SN-Switch-02711,dual_band
ZTE,ONT,HG8145V5,AA:BB:98:00:0B:98,SN-ONT-02712,single_band
TP-Link,ONU,G-140W-C,AA:BB:99:00:0B:99,SN-ONU-02713,dual_band
Cisco,Router,Archer C6,AA:BB:9A:00:0B:9A,SN-Router-02714,single_band
Huawei,Modem,MB8600,AA:BB:9B:00:0B:9B,SN-Modem-02715,dual_band
Nokia,Access Point,EAP225,AA:BB:9C:00:0B:9C,SN-AccessPoint-02716,single_band
ZTE,Switch,SG108,AA:BB:9D:00:0B:9D,SN-Switch-02717,dual_band
TP-Link,ONT,HG8145V5,AA:BB:9E:00:0B:9E,SN-ONT-02718,single_band
Cisco,ONU,G-140W-C,AA:BB:9F:00:0B:9F,SN-ONU-02719,dual_band
Huawei,Router,Archer C6,AA:BB:A0:00:0B:A0,SN-Router-02720,single_band
Nokia,Modem,MB8600,AA:BB:A1:00:0B:A1,SN-Modem-02721,dual_band
ZTE,Access Point,EAP225,AA:BB:A2:00:0B:A2,SN-AccessPoint-02722,single_band
TP-Link,Switch,SG108,AA:BB:A3:00:0B:A3,SN-Switch-02723,dual_band
Cisco,ONT,HG8145V5,AA:BB:A4:00:0B:A4,SN-ONT-02724,single_band
Huawei,ONU,G-140W-C,AA:BB:A5:00:0B:A5,SN-ONU-02725,dual_band
Nokia,Router,Archer C6,AA:BB:A6:00:0B:A6,SN-Router-02726,single_band
ZTE,Modem,MB8600,AA:BB:A7:00:0B:A7,SN-Modem-02727,dual_band
TP-Link,Access Point,EAP225,AA:BB:A8:00:0B:A8,SN-AccessPoint-02728,single_band
Cisco,Switch,SG108,AA:BB:A9:00:0B:A9,SN-Switch-02729,dual_band
Huawei,ONT,HG8145V5,AA:BB:AA:00:0B:AA,SN-ONT-02730,single_band
Nokia,ONU,G-140W-C,AA:BB:AB:00:0B:AB,SN-ONU-02731,dual_band
ZTE,Router,Archer C6,AA:BB:AC:00:0B:AC,SN-Router-02732,single_band
TP-Link,Modem,MB8600,AA:BB:AD:00:0B:AD,SN-Modem-02733,dual_band
Cisco,Access Point,EAP225,AA:BB:AE:00:0B:AE,SN-AccessPoint-02734,single_band
Huawei,Switch,SG108,AA:BB:AF:00:0B:AF,SN-Switch-02735,dual_band
Nokia,ONT,HG8145V5,AA:BB:B0:00:0B:B0,SN-ONT-02736,single_band
ZTE,ONU,G-140W-C,AA:BB:B1:00:0B:B1,SN-ONU-02737,dual_band
TP-Link,Router,Archer C6,AA:BB:B2:00:0B:B2,SN-Router-02738,single_band
Cisco,Modem,MB8600,AA:BB:B3:00:0B:B3,SN-Modem-02739,dual_band
Huawei,Access Point,EAP225,AA:BB:B4:00:0B:B4,SN-AccessPoint-02740,single_band
Nokia,Switch,SG108,AA:BB:B5:00:0B:B5,SN-Switch-02741,dual_band
ZTE,ONT,HG8145V5,AA:BB:B6:00:0B:B6,SN-ONT-02742,single_band
TP-Link,ONU,G-140W-C,AA:BB:B7:00:0B:B7,SN-ONU-02743,dual_band
Cisco,Router,Archer C6,AA:BB:B8:00:0B:B8,SN-Router-02744,single_band
Huawei,Modem,MB8600,AA:BB:B9:00:0B:B9,SN-Modem-02745,dual_band
Nokia,Access Point,EAP225,AA:BB:BA:00:0B:BA,SN-AccessPoint-02746,single_band
ZTE,Switch,SG108,AA:BB:BB:00:0B:BB,SN-Switch-02747,dual_band
TP-Link,ONT,HG8145V5,AA:BB:BC:00:0B:BC,SN-ONT-02748,single_band
Cisco,ONU,G-140W-C,AA:BB:BD:00:0B:BD,SN-ONU-02749,dual_band
Huawei,Router,Archer C6,AA:BB:BE:00:0B:BE,SN-Router-02750,single_band
Nokia,Modem,MB8600,AA:BB:BF:00:0B:BF,SN-Modem-02751,dual_band
ZTE,Access Point,EAP225,AA:BB:C0:00:0B:C0,SN-AccessPoint-02752,single_band
TP-Link,Switch,SG108,AA:BB:C1:00:0B:C1,SN-Switch-02753,dual_band
Cisco,ONT,HG8145V5,AA:BB:C2:00:0B:C2,SN-ONT-02754,single_band
Huawei,ONU,G-140W-C,AA:BB:C3:00:0B:C3,SN-ONU-02755,dual_band
Nokia,Router,Archer C6,AA:BB:C4:00:0B:C4,SN-Router-02756,single_band
ZTE,Modem,MB8600,AA:BB:C5:00:0B:C5,SN-Modem-02757,dual_band
TP-Link,Access Point,EAP225,AA:BB:C6:00:0B:C6,SN-AccessPoint-02758,single_band
Cisco,Switch,SG108,AA:BB:C7:00:0B:C7,SN-Switch-02759,dual_band
Huawei,ONT,HG8145V5,AA:BB:C8:00:0B:C8,SN-ONT-02760,single_band
Nokia,ONU,G-140W-C,AA:BB:C9:00:0B:C9,SN-ONU-02761,dual_band
ZTE,Router,Archer C6,AA:BB:CA:00:0B:CA,SN-Router-02762,single_band
TP-Link,Modem,MB8600,AA:BB:CB:00:0B:CB,SN-Modem-02763,dual_band
Cisco,Access Point,EAP225,AA:BB:CC:00:0B:CC,SN-AccessPoint-02764,single_band
Huawei,Switch,SG108,AA:BB:CD:00:0B:CD,SN-Switch-02765,dual_band
Nokia,ONT,HG8145V5,AA:BB:CE:00:0B:CE,SN-ONT-02766,single_band
ZTE,ONU,G-140W-C,AA:BB:CF:00:0B:CF,SN-ONU-02767,dual_band
TP-Link,Router,Archer C6,AA:BB:D0:00:0B:D0,SN-Router-02768,single_band
Cisco,Modem,MB8600,AA:BB:D1:00:0B:D1,SN-Modem-02769,dual_band
Huawei,Access Point,EAP225,AA:BB:D2:00:0B:D2,SN-AccessPoint-02770,single_band
Nokia,Switch,SG108,AA:BB:D3:00:0B:D3,SN-Switch-02771,dual_band
ZTE,ONT,HG8145V5,AA:BB:D4:00:0B:D4,SN-ONT-02772,single_band
TP-Link,ONU,G-140W-C,AA:BB:D5:00:0B:D5,SN-ONU-02773,dual_band
Cisco,Router,Archer C6,AA:BB:D6:00:0B:D6,SN-Router-02774,single_band
Huawei,Modem,MB8600,AA:BB:D7:00:0B:D7,SN-Modem-02775,dual_band
Nokia,Access Point,EAP225,AA:BB:D8:00:0B:D8,SN-AccessPoint-02776,single_band
ZTE,Switch,SG108,AA:BB:D9:00:0B:D9,SN-Switch-02777,dual_band
TP-Link,ONT,HG8145V5,AA:BB:DA:00:0B:DA,SN-ONT-02778,single_band
Cisco,ONU,G-140W-C,AA:BB:DB:00:0B:DB,SN-ONU-02779,dual_band
Huawei,Router,Archer C6,AA:BB:DC:00:0B:DC,SN-Router-02780,single_band
Nokia,Modem,MB8600,AA:BB:DD:00:0B:DD,SN-Modem-02781,dual_band
ZTE,Access Point,EAP225,AA:BB:DE:00:0B:DE,SN-AccessPoint-02782,single_band
TP-Link,Switch,SG108,AA:BB:DF:00:0B:DF,SN-Switch-02783,dual_band
Cisco,ONT,HG8145V5,AA:BB:E0:00:0B:E0,SN-ONT-02784,single_band
Huawei,ONU,G-140W-C,AA:BB:E1:00:0B:E1,SN-ONU-02785,dual_band
Nokia,Router,Archer C6,AA:BB:E2:00:0B:E2,SN-Router-02786,single_band
ZTE,Modem,MB8600,AA:BB:E3:00:0B:E3,SN-Modem-02787,dual_band
TP-Link,Access Point,EAP225,AA:BB:E4:00:0B:E4,SN-AccessPoint-02788,single_band
Cisco,Switch,SG108,AA:BB:E5:00:0B:E5,SN-Switch-02789,dual_band
Huawei,ONT,HG8145V5,AA:BB:E6:00:0B:E6,SN-ONT-02790,single_band
Nokia,ONU,G-140W-C,AA:BB:E7:00:0B:E7,SN-ONU-02791,dual_band
ZTE,Router,Archer C6,AA:BB:E8:00:0B:E8,SN-Router-02792,single_band
TP-Link,Modem,MB8600,AA:BB:E9:00:0B:E9,SN-Modem-02793,dual_band
Cisco,Access Point,EAP225,AA:BB:EA:00:0B:EA,SN-AccessPoint-02794,single_band
Huawei,Switch,SG108,AA:BB:EB:00:0B:EB,SN-Switch-02795,dual_band
Nokia,ONT,HG8145V5,AA:BB:EC:00:0B:EC,SN-ONT-02796,single_band
ZTE,ONU,G-140W-C,AA:BB:ED:00:0B:ED,SN-ONU-02797,dual_band
TP-Link,Router,Archer C6,AA:BB:EE:00:0B:EE,SN-Router-02798,single_band
Cisco,Modem,MB8600,AA:BB:EF:00:0B:EF,SN-Modem-02799,dual_band
Huawei,Access Point,EAP225,AA:BB:F0:00:0B:F0,SN-AccessPoint-02800,single_band
Nokia,Switch,SG108,AA:BB:F1:00:0B:F1,SN-Switch-02801,dual_band
ZTE,ONT,HG8145V5,AA:BB:F2:00:0B:F2,SN-ONT-02802,single_band
TP-Link,ONU,G-140W-C,AA:BB:F3:00:0B:F3,SN-ONU-02803,dual_band
Cisco,Router,Archer C6,AA:BB:F4:00:0B:F4,SN-Router-02804,single_band
Huawei,Modem,MB8600,AA:BB:F5:00:0B:F5,SN-Modem-02805,dual_band
Nokia,Access Point,EAP225,AA:BB:F6:00:0B:F6,SN-AccessPoint-02806,single_band
ZTE,Switch,SG108,AA:BB:F7:00:0B:F7,SN-Switch-02807,dual_band
TP-Link,ONT,HG8145V5,AA:BB:F8:00:0B:F8,SN-ONT-02808,single_band
Cisco,ONU,G-140W-C,AA:BB:F9:00:0B:F9,SN-ONU-02809,dual_band
Huawei,Router,Archer C6,AA:BB:FA:00:0B:FA,SN-Router-02810,single_band
Nokia,Modem,MB8600,AA:BB:FB:00:0B:FB,SN-Modem-02811,dual_band
ZTE,Access Point,EAP225,AA:BB:FC:00:0B:FC,SN-AccessPoint-02812,single_band
TP-Link,Switch,SG108,AA:BB:FD:00:0B:FD,SN-Switch-02813,dual_band
Cisco,ONT,HG8145V5,AA:BB:FE:00:0B:FE,SN-ONT-02814,single_band
Huawei,ONU,G-140W-C,AA:BB:FF:00:0B:FF,SN-ONU-02815,dual_band
Nokia,Router,Archer C6,AA:BB:00:00:0B:00,SN-Router-02816,single_band
ZTE,Modem,MB8600,AA:BB:01:00:0B:01,SN-Modem-02817,dual_band
TP-Link,Access Point,EAP225,AA:BB:02:00:0B:02,SN-AccessPoint-02818,single_band
Cisco,Switch,SG108,AA:BB:03:00:0B:03,SN-Switch-02819,dual_band
Huawei,ONT,HG8145V5,AA:BB:04:00:0B:04,SN-ONT-02820,single_band
Nokia,ONU,G-140W-C,AA:BB:05:00:0B:05,SN-ONU-02821,dual_band
ZTE,Router,Archer C6,AA:BB:06:00:0B:06,SN-Router-02822,single_band
TP-Link,Modem,MB8600,AA:BB:07:00:0B:07,SN-Modem-02823,dual_band
Cisco,Access Point,EAP225,AA:BB:08:00:0B:08,SN-AccessPoint-02824,single_band
Huawei,Switch,SG108,AA:BB:09:00:0B:09,SN-Switch-02825,dual_band
Nokia,ONT,HG8145V5,AA:BB:0A:00:0B:0A,SN-ONT-02826,single_band
ZTE,ONU,G-140W-C,AA:BB:0B:00:0B:0B,SN-ONU-02827,dual_band
TP-Link,Router,Archer C6,AA:BB:0C:00:0B:0C,SN-Router-02828,single_band
Cisco,Modem,MB8600,AA:BB:0D:00:0B:0D,SN-Modem-02829,dual_band
Huawei,Access Point,EAP225,AA:BB:0E:00:0B:0E,SN-AccessPoint-02830,single_band
Nokia,Switch,SG108,AA:BB:0F:00:0B:0F,SN-Switch-02831,dual_band
ZTE,ONT,HG8145V5,AA:BB:10:00:0B:10,SN-ONT-02832,single_band
TP-Link,ONU,G-140W-C,AA:BB:11:00:0B:11,SN-ONU-02833,dual_band
Cisco,Router,Archer C6,AA:BB:12:00:0B:12,SN-Router-02834,single_band
Huawei,Modem,MB8600,AA:BB:13:00:0B:13,SN-Modem-02835,dual_band
Nokia,Access Point,EAP225,AA:BB:14:00:0B:14,SN-AccessPoint-02836,single_band
ZTE,Switch,SG108,AA:BB:15:00:0B:15,SN-Switch-02837,dual_band
TP-Link,ONT,HG8145V5,AA:BB:16:00:0B:16,SN-ONT-02838,single_band
Cisco,ONU,G-140W-C,AA:BB:17:00:0B:17,SN-ONU-02839,dual_band
Huawei,Router,Archer C6,AA:BB:18:00:0B:18,SN-Router-02840,single_band
Nokia,Modem,MB8600,AA:BB:19:00:0B:19,SN-Modem-02841,dual_band
ZTE,Access Point,EAP225,AA:BB:1A:00:0B:1A,SN-AccessPoint-02842,single_band
TP-Link,Switch,SG108,AA:BB:1B:00:0B:1B,SN-Switch-02843,dual_band
Cisco,ONT,HG8145V5,AA:BB:1C:00:0B:1C,SN-ONT-02844,single_band
Huawei,ONU,G-140W-C,AA:BB:1D:00:0B:1D,SN-ONU-02845,dual_band
Nokia,Router,Archer C6,AA:BB:1E:00:0B:1E,SN-Router-02846,single_band
ZTE,Modem,MB8600,AA:BB:1F:00:0B:1F,SN-Modem-02847,dual_band
TP-Link,Access Point,EAP225,AA:BB:20:00:0B:20,SN-AccessPoint-02848,single_band
Cisco,Switch,SG108,AA:BB:21:00:0B:21,SN-Switch-02849,dual_band
Huawei,ONT,HG8145V5,AA:BB:22:00:0B:22,SN-ONT-02850,single_band
Nokia,ONU,G-140W-C,AA:BB:23:00:0B:23,SN-ONU-02851,dual_band
ZTE,Router,Archer C6,AA:BB:24:00:0B:24,SN-Router-02852,single_band
TP-Link,Modem,MB8600,AA:BB:25:00:0B:25,SN-Modem-02853,dual_band
Cisco,Access Point,EAP225,AA:BB:26:00:0B:26,SN-AccessPoint-02854,single_band
Huawei,Switch,SG108,AA:BB:27:00:0B:27,SN-Switch-02855,dual_band
Nokia,ONT,HG8145V5,AA:BB:28:00:0B:28,SN-ONT-02856,single_band
ZTE,ONU,G-140W-C,AA:BB:29:00:0B:29,SN-ONU-02857,dual_band
TP-Link,Router,Archer C6,AA:BB:2A:00:0B:2A,SN-Router-02858,single_band
Cisco,Modem,MB8600,AA:BB:2B:00:0B:2B,SN-Modem-02859,dual_band
Huawei,Access Point,EAP225,AA:BB:2C:00:0B:2C,SN-AccessPoint-02860,single_band
Nokia,Switch,SG108,AA:BB:2D:00:0B:2D,SN-Switch-02861,dual_band
ZTE,ONT,HG8145V5,AA:BB:2E:00:0B:2E,SN-ONT-02862,single_band
TP-Link,ONU,G-140W-C,AA:BB:2F:00:0B:2F,SN-ONU-02863,dual_band
Cisco,Router,Archer C6,AA:BB:30:00:0B:30,SN-Router-02864,single_band
Huawei,Modem,MB8600,AA:BB:31:00:0B:31,SN-Modem-02865,dual_band
Nokia,Access Point,EAP225,AA:BB:32:00:0B:32,SN-AccessPoint-02866,single_band
ZTE,Switch,SG108,AA:BB:33:00:0B:33,SN-Switch-02867,dual_band
TP-Link,ONT,HG8145V5,AA:BB:34:00:0B:34,SN-ONT-02868,single_band
Cisco,ONU,G-140W-C,AA:BB:35:00:0B:35,SN-ONU-02869,dual_band
Huawei,Router,Archer C6,AA:BB:36:00:0B:36,SN-Router-02870,single_band
Nokia,Modem,MB8600,AA:BB:37:00:0B:37,SN-Modem-02871,dual_band
ZTE,Access Point,EAP225,AA:BB:38:00:0B:38,SN-AccessPoint-02872,single_band
TP-Link,Switch,SG108,AA:BB:39:00:0B:39,SN-Switch-02873,dual_band
Cisco,ONT,HG8145V5,AA:BB:3A:00:0B:3A,SN-ONT-02874,single_band
Huawei,ONU,G-140W-C,AA:BB:3B:00:0B:3B,SN-ONU-02875,dual_band
Nokia,Router,Archer C6,AA:BB:3C:00:0B:3C,SN-Router-02876,single_band
ZTE,Modem,MB8600,AA:BB:3D:00:0B:3D,SN-Modem-02877,dual_band
TP-Link,Access Point,EAP225,AA:BB:3E:00:0B:3E,SN-AccessPoint-02878,single_band
Cisco,Switch,SG108,AA:BB:3F:00:0B:3F,SN-Switch-02879,dual_band
Huawei,ONT,HG8145V5,AA:BB:40:00:0B:40,SN-ONT-02880,single_band
Nokia,ONU,G-140W-C,AA:BB:41:00:0B:41,SN-ONU-02881,dual_band
ZTE,Router,Archer C6,AA:BB:42:00:0B:42,SN-Router-02882,single_band
TP-Link,Modem,MB8600,AA:BB:43:00:0B:43,SN-Modem-02883,dual_band
Cisco,Access Point,EAP225,AA:BB:44:00:0B:44,SN-AccessPoint-02884,single_band
Huawei,Switch,SG108,AA:BB:45:00:0B:45,SN-Switch-02885,dual_band
