Vendor,device_type,model,mac_address,serial_number,band_type
TP-Link,ONU,G-140W-C,AA:BC:10:00:09:6A,SN-ONU-02410,dual_band
Cisco,Router,RV340,AA:BC:10:00:09:6B,SN-Router-02411,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:09:6C,SN-Switch-02412,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:09:6D,SN-Modem-02413,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:09:6E,SN-AccessPoint-02414,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:09:6F,SN-Other-02415,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:09:70,SN-ONT-02416,dual_band
Cisco,ONU,F601,AA:BC:10:00:09:71,SN-ONU-02417,single_band
D-Link,Router,AX1800,AA:BC:10:00:09:72,SN-Router-02418,dual_band
Huawei,Switch,SG108,AA:BC:10:00:09:73,SN-Switch-02419,single_band
ZTE,Modem,CM1200,AA:BC:10:00:09:74,SN-Modem-02420,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:09:75,SN-AccessPoint-02421,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:09:76,SN-Other-02422,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:09:77,SN-ONT-02423,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:09:78,SN-ONU-02424,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:09:79,SN-Router-02425,single_band
ZTE,Switch,CBS110,AA:BC:10:00:09:7A,SN-Switch-02426,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:09:7B,SN-Modem-02427,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:09:7C,SN-AccessPoint-02428,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:09:7D,SN-Other-02429,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:09:7E,SN-ONT-02430,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:09:7F,SN-ONU-02431,single_band
ZTE,Router,RV340,AA:BC:10:00:09:80,SN-Router-02432,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:09:81,SN-Switch-02433,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:09:82,SN-Modem-02434,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:09:83,SN-AccessPoint-02435,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:09:84,SN-Other-02436,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:09:85,SN-ONT-02437,single_band
ZTE,ONU,F601,AA:BC:10:00:09:86,SN-ONU-02438,dual_band
Nokia,Router,AX1800,AA:BC:10:00:09:87,SN-Router-02439,single_band
TP-Link,Switch,SG108,AA:BC:10:00:09:88,SN-Switch-02440,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:09:89,SN-Modem-02441,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:09:8A,SN-AccessPoint-02442,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:09:8B,SN-Other-02443,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:09:8C,SN-ONT-02444,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:09:8D,SN-ONU-02445,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:09:8E,SN-Router-02446,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:09:8F,SN-Switch-02447,single_band
D-Link,Modem,TC4400,AA:BC:10:00:09:90,SN-Modem-02448,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:09:91,SN-AccessPoint-02449,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:09:92,SN-Other-02450,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:09:93,SN-ONT-02451,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:09:94,SN-ONU-02452,dual_band
Cisco,Router,RV340,AA:BC:10:00:09:95,SN-Router-02453,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:09:96,SN-Switch-02454,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:09:97,SN-Modem-02455,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:09:98,SN-AccessPoint-02456,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:09:99,SN-Other-02457,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:09:9A,SN-ONT-02458,dual_band
Cisco,ONU,F601,AA:BC:10:00:09:9B,SN-ONU-02459,single_band
D-Link,Router,AX1800,AA:BC:10:00:09:9C,SN-Router-02460,dual_band
Huawei,Switch,SG108,AA:BC:10:00:09:9D,SN-Switch-02461,single_band
ZTE,Modem,CM1200,AA:BC:10:00:09:9E,SN-Modem-02462,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:09:9F,SN-AccessPoint-02463,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:09:A0,SN-Other-02464,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:09:A1,SN-ONT-02465,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:09:A2,SN-ONU-02466,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:09:A3,SN-Router-02467,single_band
ZTE,Switch,CBS110,AA:BC:10:00:09:A4,SN-Switch-02468,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:09:A5,SN-Modem-02469,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:09:A6,SN-AccessPoint-02470,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:09:A7,SN-Other-02471,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:09:A8,SN-ONT-02472,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:09:A9,SN-ONU-02473,single_band
ZTE,Router,RV340,AA:BC:10:00:09:AA,SN-Router-02474,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:09:AB,SN-Switch-02475,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:09:AC,SN-Modem-02476,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:09:AD,SN-AccessPoint-02477,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:09:AE,SN-Other-02478,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:09:AF,SN-ONT-02479,single_band
ZTE,ONU,F601,AA:BC:10:00:09:B0,SN-ONU-02480,dual_band
Nokia,Router,AX1800,AA:BC:10:00:09:B1,SN-Router-02481,single_band
TP-Link,Switch,SG108,AA:BC:10:00:09:B2,SN-Switch-02482,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:09:B3,SN-Modem-02483,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:09:B4,SN-AccessPoint-02484,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:09:B5,SN-Other-02485,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:09:B6,SN-ONT-02486,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:09:B7,SN-ONU-02487,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:09:B8,SN-Router-02488,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:09:B9,SN-Switch-02489,single_band
D-Link,Modem,TC4400,AA:BC:10:00:09:BA,SN-Modem-02490,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:09:BB,SN-AccessPoint-02491,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:09:BC,SN-Other-02492,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:09:BD,SN-ONT-02493,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:09:BE,SN-ONU-02494,dual_band
Cisco,Router,RV340,AA:BC:10:00:09:BF,SN-Router-02495,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:09:C0,SN-Switch-02496,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:09:C1,SN-Modem-02497,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:09:C2,SN-AccessPoint-02498,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:09:C3,SN-Other-02499,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:09:C4,SN-ONT-02500,dual_band
Cisco,ONU,F601,AA:BC:10:00:09:C5,SN-ONU-02501,single_band
D-Link,Router,AX1800,AA:BC:10:00:09:C6,SN-Router-02502,dual_band
Huawei,Switch,SG108,AA:BC:10:00:09:C7,SN-Switch-02503,single_band
ZTE,Modem,CM1200,AA:BC:10:00:09:C8,SN-Modem-02504,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:09:C9,SN-AccessPoint-02505,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:09:CA,SN-Other-02506,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:09:CB,SN-ONT-02507,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:09:CC,SN-ONU-02508,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:09:CD,SN-Router-02509,single_band
ZTE,Switch,CBS110,AA:BC:10:00:09:CE,SN-Switch-02510,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:09:CF,SN-Modem-02511,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:09:D0,SN-AccessPoint-02512,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:09:D1,SN-Other-02513,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:09:D2,SN-ONT-02514,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:09:D3,SN-ONU-02515,single_band
ZTE,Router,RV340,AA:BC:10:00:09:D4,SN-Router-02516,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:09:D5,SN-Switch-02517,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:09:D6,SN-Modem-02518,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:09:D7,SN-AccessPoint-02519,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:09:D8,SN-Other-02520,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:09:D9,SN-ONT-02521,single_band
ZTE,ONU,F601,AA:BC:10:00:09:DA,SN-ONU-02522,dual_band
Nokia,Router,AX1800,AA:BC:10:00:09:DB,SN-Router-02523,single_band
TP-Link,Switch,SG108,AA:BC:10:00:09:DC,SN-Switch-02524,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:09:DD,SN-Modem-02525,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:09:DE,SN-AccessPoint-02526,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:09:DF,SN-Other-02527,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:09:E0,SN-ONT-02528,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:09:E1,SN-ONU-02529,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:09:E2,SN-Router-02530,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:09:E3,SN-Switch-02531,single_band
D-Link,Modem,TC4400,AA:BC:10:00:09:E4,SN-Modem-02532,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:09:E5,SN-AccessPoint-02533,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:09:E6,SN-Other-02534,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:09:E7,SN-ONT-02535,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:09:E8,SN-ONU-02536,dual_band
Cisco,Router,RV340,AA:BC:10:00:09:E9,SN-Router-02537,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:09:EA,SN-Switch-02538,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:09:EB,SN-Modem-02539,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:09:EC,SN-AccessPoint-02540,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:09:ED,SN-Other-02541,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:09:EE,SN-ONT-02542,dual_band
Cisco,ONU,F601,AA:BC:10:00:09:EF,SN-ONU-02543,single_band
D-Link,Router,AX1800,AA:BC:10:00:09:F0,SN-Router-02544,dual_band
Huawei,Switch,SG108,AA:BC:10:00:09:F1,SN-Switch-02545,single_band
ZTE,Modem,CM1200,AA:BC:10:00:09:F2,SN-Modem-02546,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:09:F3,SN-AccessPoint-02547,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:09:F4,SN-Other-02548,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:09:F5,SN-ONT-02549,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:09:F6,SN-ONU-02550,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:09:F7,SN-Router-02551,single_band
ZTE,Switch,CBS110,AA:BC:10:00:09:F8,SN-Switch-02552,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:09:F9,SN-Modem-02553,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:09:FA,SN-AccessPoint-02554,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:09:FB,SN-Other-02555,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:09:FC,SN-ONT-02556,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:09:FD,SN-ONU-02557,single_band
ZTE,Router,RV340,AA:BC:10:00:09:FE,SN-Router-02558,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:09:FF,SN-Switch-02559,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0A:00,SN-Modem-02560,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0A:01,SN-AccessPoint-02561,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0A:02,SN-Other-02562,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0A:03,SN-ONT-02563,single_band
ZTE,ONU,F601,AA:BC:10:00:0A:04,SN-ONU-02564,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0A:05,SN-Router-02565,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0A:06,SN-Switch-02566,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0A:07,SN-Modem-02567,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0A:08,SN-AccessPoint-02568,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0A:09,SN-Other-02569,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0A:0A,SN-ONT-02570,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0A:0B,SN-ONU-02571,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0A:0C,SN-Router-02572,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0A:0D,SN-Switch-02573,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0A:0E,SN-Modem-02574,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0A:0F,SN-AccessPoint-02575,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0A:10,SN-Other-02576,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0A:11,SN-ONT-02577,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0A:12,SN-ONU-02578,dual_band
Cisco,Router,RV340,AA:BC:10:00:0A:13,SN-Router-02579,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0A:14,SN-Switch-02580,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0A:15,SN-Modem-02581,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0A:16,SN-AccessPoint-02582,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0A:17,SN-Other-02583,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0A:18,SN-ONT-02584,dual_band
Cisco,ONU,F601,AA:BC:10:00:0A:19,SN-ONU-02585,single_band
D-Link,Router,AX1800,AA:BC:10:00:0A:1A,SN-Router-02586,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0A:1B,SN-Switch-02587,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0A:1C,SN-Modem-02588,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0A:1D,SN-AccessPoint-02589,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0A:1E,SN-Other-02590,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0A:1F,SN-ONT-02591,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0A:20,SN-ONU-02592,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0A:21,SN-Router-02593,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0A:22,SN-Switch-02594,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0A:23,SN-Modem-02595,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0A:24,SN-AccessPoint-02596,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0A:25,SN-Other-02597,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0A:26,SN-ONT-02598,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0A:27,SN-ONU-02599,single_band
ZTE,Router,RV340,AA:BC:10:00:0A:28,SN-Router-02600,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0A:29,SN-Switch-02601,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0A:2A,SN-Modem-02602,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0A:2B,SN-AccessPoint-02603,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0A:2C,SN-Other-02604,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0A:2D,SN-ONT-02605,single_band
ZTE,ONU,F601,AA:BC:10:00:0A:2E,SN-ONU-02606,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0A:2F,SN-Router-02607,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0A:30,SN-Switch-02608,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0A:31,SN-Modem-02609,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0A:32,SN-AccessPoint-02610,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0A:33,SN-Other-02611,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0A:34,SN-ONT-02612,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0A:35,SN-ONU-02613,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0A:36,SN-Router-02614,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0A:37,SN-Switch-02615,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0A:38,SN-Modem-02616,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0A:39,SN-AccessPoint-02617,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0A:3A,SN-Other-02618,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0A:3B,SN-ONT-02619,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0A:3C,SN-ONU-02620,dual_band
Cisco,Router,RV340,AA:BC:10:00:0A:3D,SN-Router-02621,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0A:3E,SN-Switch-02622,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0A:3F,SN-Modem-02623,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0A:40,SN-AccessPoint-02624,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0A:41,SN-Other-02625,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0A:42,SN-ONT-02626,dual_band
Cisco,ONU,F601,AA:BC:10:00:0A:43,SN-ONU-02627,single_band
D-Link,Router,AX1800,AA:BC:10:00:0A:44,SN-Router-02628,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0A:45,SN-Switch-02629,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0A:46,SN-Modem-02630,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0A:47,SN-AccessPoint-02631,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0A:48,SN-Other-02632,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0A:49,SN-ONT-02633,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0A:4A,SN-ONU-02634,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0A:4B,SN-Router-02635,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0A:4C,SN-Switch-02636,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0A:4D,SN-Modem-02637,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0A:4E,SN-AccessPoint-02638,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0A:4F,SN-Other-02639,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0A:50,SN-ONT-02640,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0A:51,SN-ONU-02641,single_band
ZTE,Router,RV340,AA:BC:10:00:0A:52,SN-Router-02642,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0A:53,SN-Switch-02643,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0A:54,SN-Modem-02644,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0A:55,SN-AccessPoint-02645,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0A:56,SN-Other-02646,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0A:57,SN-ONT-02647,single_band
ZTE,ONU,F601,AA:BC:10:00:0A:58,SN-ONU-02648,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0A:59,SN-Router-02649,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0A:5A,SN-Switch-02650,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0A:5B,SN-Modem-02651,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0A:5C,SN-AccessPoint-02652,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0A:5D,SN-Other-02653,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0A:5E,SN-ONT-02654,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0A:5F,SN-ONU-02655,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0A:60,SN-Router-02656,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0A:61,SN-Switch-02657,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0A:62,SN-Modem-02658,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0A:63,SN-AccessPoint-02659,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0A:64,SN-Other-02660,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0A:65,SN-ONT-02661,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0A:66,SN-ONU-02662,dual_band
Cisco,Router,RV340,AA:BC:10:00:0A:67,SN-Router-02663,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0A:68,SN-Switch-02664,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0A:69,SN-Modem-02665,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0A:6A,SN-AccessPoint-02666,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0A:6B,SN-Other-02667,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0A:6C,SN-ONT-02668,dual_band
Cisco,ONU,F601,AA:BC:10:00:0A:6D,SN-ONU-02669,single_band
D-Link,Router,AX1800,AA:BC:10:00:0A:6E,SN-Router-02670,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0A:6F,SN-Switch-02671,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0A:70,SN-Modem-02672,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0A:71,SN-AccessPoint-02673,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0A:72,SN-Other-02674,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0A:73,SN-ONT-02675,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0A:74,SN-ONU-02676,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0A:75,SN-Router-02677,single_band
ZTE,Switch,CBS110,AA:BC:10:00:0A:76,SN-Switch-02678,dual_band
Nokia,Modem,TC4400,AA:BC:10:00:0A:77,SN-Modem-02679,single_band
TP-Link,Access Point,EAP225,AA:BC:10:00:0A:78,SN-AccessPoint-02680,dual_band
Cisco,Other,Generic-Device-B,AA:BC:10:00:0A:79,SN-Other-02681,single_band
D-Link,ONT,G-2425G-A,AA:BC:10:00:0A:7A,SN-ONT-02682,dual_band
Huawei,ONU,G-140W-C,AA:BC:10:00:0A:7B,SN-ONU-02683,single_band
ZTE,Router,RV340,AA:BC:10:00:0A:7C,SN-Router-02684,dual_band
Nokia,Switch,DGS-1008A,AA:BC:10:00:0A:7D,SN-Switch-02685,single_band
TP-Link,Modem,MB8600,AA:BC:10:00:0A:7E,SN-Modem-02686,dual_band
Cisco,Access Point,WAP150,AA:BC:10:00:0A:7F,SN-AccessPoint-02687,single_band
D-Link,Other,Generic-Device-C,AA:BC:10:00:0A:80,SN-Other-02688,dual_band
Huawei,ONT,HG8145V5,AA:BC:10:00:0A:81,SN-ONT-02689,single_band
ZTE,ONU,F601,AA:BC:10:00:0A:82,SN-ONU-02690,dual_band
Nokia,Router,AX1800,AA:BC:10:00:0A:83,SN-Router-02691,single_band
TP-Link,Switch,SG108,AA:BC:10:00:0A:84,SN-Switch-02692,dual_band
Cisco,Modem,CM1200,AA:BC:10:00:0A:85,SN-Modem-02693,single_band
D-Link,Access Point,U6-Lite,AA:BC:10:00:0A:86,SN-AccessPoint-02694,dual_band
Huawei,Other,Generic-Device-A,AA:BC:10:00:0A:87,SN-Other-02695,single_band
ZTE,ONT,ZXHN-F680,AA:BC:10:00:0A:88,SN-ONT-02696,dual_band
Nokia,ONU,AN5506-01,AA:BC:10:00:0A:89,SN-ONU-02697,single_band
TP-Link,Router,Archer C6,AA:BC:10:00:0A:8A,SN-Router-02698,dual_band
Cisco,Switch,CBS110,AA:BC:10:00:0A:8B,SN-Switch-02699,single_band
D-Link,Modem,TC4400,AA:BC:10:00:0A:8C,SN-Modem-02700,dual_band
Huawei,Access Point,EAP225,AA:BC:10:00:0A:8D,SN-AccessPoint-02701,single_band
ZTE,Other,Generic-Device-B,AA:BC:10:00:0A:8E,SN-Other-02702,dual_band
Nokia,ONT,G-2425G-A,AA:BC:10:00:0A:8F,SN-ONT-02703,single_band
TP-Link,ONU,G-140W-C,AA:BC:10:00:0A:90,SN-ONU-02704,dual_band
Cisco,Router,RV340,AA:BC:10:00:0A:91,SN-Router-02705,single_band
D-Link,Switch,DGS-1008A,AA:BC:10:00:0A:92,SN-Switch-02706,dual_band
Huawei,Modem,MB8600,AA:BC:10:00:0A:93,SN-Modem-02707,single_band
ZTE,Access Point,WAP150,AA:BC:10:00:0A:94,SN-AccessPoint-02708,dual_band
Nokia,Other,Generic-Device-C,AA:BC:10:00:0A:95,SN-Other-02709,single_band
TP-Link,ONT,HG8145V5,AA:BC:10:00:0A:96,SN-ONT-02710,dual_band
Cisco,ONU,F601,AA:BC:10:00:0A:97,SN-ONU-02711,single_band
D-Link,Router,AX1800,AA:BC:10:00:0A:98,SN-Router-02712,dual_band
Huawei,Switch,SG108,AA:BC:10:00:0A:99,SN-Switch-02713,single_band
ZTE,Modem,CM1200,AA:BC:10:00:0A:9A,SN-Modem-02714,dual_band
Nokia,Access Point,U6-Lite,AA:BC:10:00:0A:9B,SN-AccessPoint-02715,single_band
TP-Link,Other,Generic-Device-A,AA:BC:10:00:0A:9C,SN-Other-02716,dual_band
Cisco,ONT,ZXHN-F680,AA:BC:10:00:0A:9D,SN-ONT-02717,single_band
D-Link,ONU,AN5506-01,AA:BC:10:00:0A:9E,SN-ONU-02718,dual_band
Huawei,Router,Archer C6,AA:BC:10:00:0A:9F,SN-Router-02719,single_band
