Vendor,device_type,model,mac_address,serial_number,band_type
Nokia,ONU,G-140W-C,02:00:00:00:07:C1,SN-ONU-01985,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:C2,SN-ONT-01986,dual_band
ZTE,ONU,F601,02:00:00:00:07:C3,SN-ONU-01987,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:C4,SN-ROUTER-01988,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:C5,SN-MODEM-01989,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:C6,SN-ACCESSPOINT-01990,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:C7,SN-ROUTER-01991,single_band
Netgear,Switch,GS308,02:00:00:00:07:C8,SN-SWITCH-01992,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:C9,SN-ONU-01993,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:CA,SN-ONT-01994,dual_band
ZTE,ONU,F601,02:00:00:00:07:CB,SN-ONU-01995,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:CC,SN-ROUTER-01996,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:CD,SN-MODEM-01997,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:CE,SN-ACCESSPOINT-01998,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:CF,SN-ROUTER-01999,single_band
Netgear,Switch,GS308,02:00:00:00:07:D0,SN-SWITCH-02000,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:D1,SN-ONU-02001,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:D2,SN-ONT-02002,dual_band
ZTE,ONU,F601,02:00:00:00:07:D3,SN-ONU-02003,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:D4,SN-ROUTER-02004,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:D5,SN-MODEM-02005,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:D6,SN-ACCESSPOINT-02006,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:D7,SN-ROUTER-02007,single_band
Netgear,Switch,GS308,02:00:00:00:07:D8,SN-SWITCH-02008,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:D9,SN-ONU-02009,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:DA,SN-ONT-02010,dual_band
ZTE,ONU,F601,02:00:00:00:07:DB,SN-ONU-02011,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:DC,SN-ROUTER-02012,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:DD,SN-MODEM-02013,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:DE,SN-ACCESSPOINT-02014,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:DF,SN-ROUTER-02015,single_band
Netgear,Switch,GS308,02:00:00:00:07:E0,SN-SWITCH-02016,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:E1,SN-ONU-02017,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:E2,SN-ONT-02018,dual_band
ZTE,ONU,F601,02:00:00:00:07:E3,SN-ONU-02019,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:E4,SN-ROUTER-02020,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:E5,SN-MODEM-02021,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:E6,SN-ACCESSPOINT-02022,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:E7,SN-ROUTER-02023,single_band
Netgear,Switch,GS308,02:00:00:00:07:E8,SN-SWITCH-02024,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:E9,SN-ONU-02025,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:EA,SN-ONT-02026,dual_band
ZTE,ONU,F601,02:00:00:00:07:EB,SN-ONU-02027,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:EC,SN-ROUTER-02028,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:ED,SN-MODEM-02029,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:EE,SN-ACCESSPOINT-02030,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:EF,SN-ROUTER-02031,single_band
Netgear,Switch,GS308,02:00:00:00:07:F0,SN-SWITCH-02032,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:F1,SN-ONU-02033,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:F2,SN-ONT-02034,dual_band
ZTE,ONU,F601,02:00:00:00:07:F3,SN-ONU-02035,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:F4,SN-ROUTER-02036,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:F5,SN-MODEM-02037,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:F6,SN-ACCESSPOINT-02038,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:F7,SN-ROUTER-02039,single_band
Netgear,Switch,GS308,02:00:00:00:07:F8,SN-SWITCH-02040,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:07:F9,SN-ONU-02041,single_band
Huawei,ONT,HG8245H,02:00:00:00:07:FA,SN-ONT-02042,dual_band
ZTE,ONU,F601,02:00:00:00:07:FB,SN-ONU-02043,single_band
TP-Link,Router,Archer C6,02:00:00:00:07:FC,SN-ROUTER-02044,dual_band
Cisco,Modem,MB8600,02:00:00:00:07:FD,SN-MODEM-02045,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:07:FE,SN-ACCESSPOINT-02046,dual_band
MikroTik,Router,hEX-S,02:00:00:00:07:FF,SN-ROUTER-02047,single_band
Netgear,Switch,GS308,02:00:00:00:08:00,SN-SWITCH-02048,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:01,SN-ONU-02049,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:02,SN-ONT-02050,dual_band
ZTE,ONU,F601,02:00:00:00:08:03,SN-ONU-02051,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:04,SN-ROUTER-02052,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:05,SN-MODEM-02053,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:06,SN-ACCESSPOINT-02054,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:07,SN-ROUTER-02055,single_band
Netgear,Switch,GS308,02:00:00:00:08:08,SN-SWITCH-02056,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:09,SN-ONU-02057,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:0A,SN-ONT-02058,dual_band
ZTE,ONU,F601,02:00:00:00:08:0B,SN-ONU-02059,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:0C,SN-ROUTER-02060,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:0D,SN-MODEM-02061,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:0E,SN-ACCESSPOINT-02062,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:0F,SN-ROUTER-02063,single_band
Netgear,Switch,GS308,02:00:00:00:08:10,SN-SWITCH-02064,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:11,SN-ONU-02065,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:12,SN-ONT-02066,dual_band
ZTE,ONU,F601,02:00:00:00:08:13,SN-ONU-02067,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:14,SN-ROUTER-02068,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:15,SN-MODEM-02069,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:16,SN-ACCESSPOINT-02070,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:17,SN-ROUTER-02071,single_band
Netgear,Switch,GS308,02:00:00:00:08:18,SN-SWITCH-02072,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:19,SN-ONU-02073,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:1A,SN-ONT-02074,dual_band
ZTE,ONU,F601,02:00:00:00:08:1B,SN-ONU-02075,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:1C,SN-ROUTER-02076,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:1D,SN-MODEM-02077,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:1E,SN-ACCESSPOINT-02078,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:1F,SN-ROUTER-02079,single_band
Netgear,Switch,GS308,02:00:00:00:08:20,SN-SWITCH-02080,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:21,SN-ONU-02081,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:22,SN-ONT-02082,dual_band
ZTE,ONU,F601,02:00:00:00:08:23,SN-ONU-02083,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:24,SN-ROUTER-02084,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:25,SN-MODEM-02085,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:26,SN-ACCESSPOINT-02086,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:27,SN-ROUTER-02087,single_band
Netgear,Switch,GS308,02:00:00:00:08:28,SN-SWITCH-02088,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:29,SN-ONU-02089,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:2A,SN-ONT-02090,dual_band
ZTE,ONU,F601,02:00:00:00:08:2B,SN-ONU-02091,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:2C,SN-ROUTER-02092,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:2D,SN-MODEM-02093,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:2E,SN-ACCESSPOINT-02094,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:2F,SN-ROUTER-02095,single_band
Netgear,Switch,GS308,02:00:00:00:08:30,SN-SWITCH-02096,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:31,SN-ONU-02097,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:32,SN-ONT-02098,dual_band
ZTE,ONU,F601,02:00:00:00:08:33,SN-ONU-02099,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:34,SN-ROUTER-02100,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:35,SN-MODEM-02101,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:36,SN-ACCESSPOINT-02102,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:37,SN-ROUTER-02103,single_band
Netgear,Switch,GS308,02:00:00:00:08:38,SN-SWITCH-02104,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:39,SN-ONU-02105,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:3A,SN-ONT-02106,dual_band
ZTE,ONU,F601,02:00:00:00:08:3B,SN-ONU-02107,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:3C,SN-ROUTER-02108,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:3D,SN-MODEM-02109,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:3E,SN-ACCESSPOINT-02110,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:3F,SN-ROUTER-02111,single_band
Netgear,Switch,GS308,02:00:00:00:08:40,SN-SWITCH-02112,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:41,SN-ONU-02113,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:42,SN-ONT-02114,dual_band
ZTE,ONU,F601,02:00:00:00:08:43,SN-ONU-02115,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:44,SN-ROUTER-02116,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:45,SN-MODEM-02117,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:46,SN-ACCESSPOINT-02118,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:47,SN-ROUTER-02119,single_band
Netgear,Switch,GS308,02:00:00:00:08:48,SN-SWITCH-02120,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:49,SN-ONU-02121,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:4A,SN-ONT-02122,dual_band
ZTE,ONU,F601,02:00:00:00:08:4B,SN-ONU-02123,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:4C,SN-ROUTER-02124,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:4D,SN-MODEM-02125,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:4E,SN-ACCESSPOINT-02126,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:4F,SN-ROUTER-02127,single_band
Netgear,Switch,GS308,02:00:00:00:08:50,SN-SWITCH-02128,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:51,SN-ONU-02129,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:52,SN-ONT-02130,dual_band
ZTE,ONU,F601,02:00:00:00:08:53,SN-ONU-02131,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:54,SN-ROUTER-02132,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:55,SN-MODEM-02133,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:56,SN-ACCESSPOINT-02134,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:57,SN-ROUTER-02135,single_band
Netgear,Switch,GS308,02:00:00:00:08:58,SN-SWITCH-02136,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:59,SN-ONU-02137,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:5A,SN-ONT-02138,dual_band
ZTE,ONU,F601,02:00:00:00:08:5B,SN-ONU-02139,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:5C,SN-ROUTER-02140,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:5D,SN-MODEM-02141,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:5E,SN-ACCESSPOINT-02142,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:5F,SN-ROUTER-02143,single_band
Netgear,Switch,GS308,02:00:00:00:08:60,SN-SWITCH-02144,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:61,SN-ONU-02145,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:62,SN-ONT-02146,dual_band
ZTE,ONU,F601,02:00:00:00:08:63,SN-ONU-02147,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:64,SN-ROUTER-02148,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:65,SN-MODEM-02149,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:66,SN-ACCESSPOINT-02150,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:67,SN-ROUTER-02151,single_band
Netgear,Switch,GS308,02:00:00:00:08:68,SN-SWITCH-02152,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:69,SN-ONU-02153,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:6A,SN-ONT-02154,dual_band
ZTE,ONU,F601,02:00:00:00:08:6B,SN-ONU-02155,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:6C,SN-ROUTER-02156,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:6D,SN-MODEM-02157,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:6E,SN-ACCESSPOINT-02158,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:6F,SN-ROUTER-02159,single_band
Netgear,Switch,GS308,02:00:00:00:08:70,SN-SWITCH-02160,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:71,SN-ONU-02161,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:72,SN-ONT-02162,dual_band
ZTE,ONU,F601,02:00:00:00:08:73,SN-ONU-02163,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:74,SN-ROUTER-02164,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:75,SN-MODEM-02165,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:76,SN-ACCESSPOINT-02166,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:77,SN-ROUTER-02167,single_band
Netgear,Switch,GS308,02:00:00:00:08:78,SN-SWITCH-02168,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:79,SN-ONU-02169,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:7A,SN-ONT-02170,dual_band
ZTE,ONU,F601,02:00:00:00:08:7B,SN-ONU-02171,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:7C,SN-ROUTER-02172,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:7D,SN-MODEM-02173,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:7E,SN-ACCESSPOINT-02174,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:7F,SN-ROUTER-02175,single_band
Netgear,Switch,GS308,02:00:00:00:08:80,SN-SWITCH-02176,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:81,SN-ONU-02177,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:82,SN-ONT-02178,dual_band
ZTE,ONU,F601,02:00:00:00:08:83,SN-ONU-02179,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:84,SN-ROUTER-02180,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:85,SN-MODEM-02181,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:86,SN-ACCESSPOINT-02182,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:87,SN-ROUTER-02183,single_band
Netgear,Switch,GS308,02:00:00:00:08:88,SN-SWITCH-02184,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:89,SN-ONU-02185,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:8A,SN-ONT-02186,dual_band
ZTE,ONU,F601,02:00:00:00:08:8B,SN-ONU-02187,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:8C,SN-ROUTER-02188,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:8D,SN-MODEM-02189,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:8E,SN-ACCESSPOINT-02190,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:8F,SN-ROUTER-02191,single_band
Netgear,Switch,GS308,02:00:00:00:08:90,SN-SWITCH-02192,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:91,SN-ONU-02193,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:92,SN-ONT-02194,dual_band
ZTE,ONU,F601,02:00:00:00:08:93,SN-ONU-02195,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:94,SN-ROUTER-02196,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:95,SN-MODEM-02197,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:96,SN-ACCESSPOINT-02198,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:97,SN-ROUTER-02199,single_band
Netgear,Switch,GS308,02:00:00:00:08:98,SN-SWITCH-02200,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:99,SN-ONU-02201,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:9A,SN-ONT-02202,dual_band
ZTE,ONU,F601,02:00:00:00:08:9B,SN-ONU-02203,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:9C,SN-ROUTER-02204,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:9D,SN-MODEM-02205,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:9E,SN-ACCESSPOINT-02206,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:9F,SN-ROUTER-02207,single_band
Netgear,Switch,GS308,02:00:00:00:08:A0,SN-SWITCH-02208,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:A1,SN-ONU-02209,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:A2,SN-ONT-02210,dual_band
ZTE,ONU,F601,02:00:00:00:08:A3,SN-ONU-02211,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:A4,SN-ROUTER-02212,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:A5,SN-MODEM-02213,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:A6,SN-ACCESSPOINT-02214,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:A7,SN-ROUTER-02215,single_band
Netgear,Switch,GS308,02:00:00:00:08:A8,SN-SWITCH-02216,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:A9,SN-ONU-02217,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:AA,SN-ONT-02218,dual_band
ZTE,ONU,F601,02:00:00:00:08:AB,SN-ONU-02219,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:AC,SN-ROUTER-02220,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:AD,SN-MODEM-02221,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:AE,SN-ACCESSPOINT-02222,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:AF,SN-ROUTER-02223,single_band
Netgear,Switch,GS308,02:00:00:00:08:B0,SN-SWITCH-02224,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:B1,SN-ONU-02225,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:B2,SN-ONT-02226,dual_band
ZTE,ONU,F601,02:00:00:00:08:B3,SN-ONU-02227,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:B4,SN-ROUTER-02228,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:B5,SN-MODEM-02229,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:B6,SN-ACCESSPOINT-02230,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:B7,SN-ROUTER-02231,single_band
Netgear,Switch,GS308,02:00:00:00:08:B8,SN-SWITCH-02232,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:B9,SN-ONU-02233,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:BA,SN-ONT-02234,dual_band
ZTE,ONU,F601,02:00:00:00:08:BB,SN-ONU-02235,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:BC,SN-ROUTER-02236,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:BD,SN-MODEM-02237,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:BE,SN-ACCESSPOINT-02238,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:BF,SN-ROUTER-02239,single_band
Netgear,Switch,GS308,02:00:00:00:08:C0,SN-SWITCH-02240,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:C1,SN-ONU-02241,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:C2,SN-ONT-02242,dual_band
ZTE,ONU,F601,02:00:00:00:08:C3,SN-ONU-02243,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:C4,SN-ROUTER-02244,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:C5,SN-MODEM-02245,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:C6,SN-ACCESSPOINT-02246,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:C7,SN-ROUTER-02247,single_band
Netgear,Switch,GS308,02:00:00:00:08:C8,SN-SWITCH-02248,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:C9,SN-ONU-02249,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:CA,SN-ONT-02250,dual_band
ZTE,ONU,F601,02:00:00:00:08:CB,SN-ONU-02251,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:CC,SN-ROUTER-02252,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:CD,SN-MODEM-02253,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:CE,SN-ACCESSPOINT-02254,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:CF,SN-ROUTER-02255,single_band
Netgear,Switch,GS308,02:00:00:00:08:D0,SN-SWITCH-02256,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:D1,SN-ONU-02257,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:D2,SN-ONT-02258,dual_band
ZTE,ONU,F601,02:00:00:00:08:D3,SN-ONU-02259,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:D4,SN-ROUTER-02260,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:D5,SN-MODEM-02261,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:D6,SN-ACCESSPOINT-02262,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:D7,SN-ROUTER-02263,single_band
Netgear,Switch,GS308,02:00:00:00:08:D8,SN-SWITCH-02264,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:D9,SN-ONU-02265,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:DA,SN-ONT-02266,dual_band
ZTE,ONU,F601,02:00:00:00:08:DB,SN-ONU-02267,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:DC,SN-ROUTER-02268,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:DD,SN-MODEM-02269,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:DE,SN-ACCESSPOINT-02270,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:DF,SN-ROUTER-02271,single_band
Netgear,Switch,GS308,02:00:00:00:08:E0,SN-SWITCH-02272,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:E1,SN-ONU-02273,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:E2,SN-ONT-02274,dual_band
ZTE,ONU,F601,02:00:00:00:08:E3,SN-ONU-02275,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:E4,SN-ROUTER-02276,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:E5,SN-MODEM-02277,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:E6,SN-ACCESSPOINT-02278,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:E7,SN-ROUTER-02279,single_band
Netgear,Switch,GS308,02:00:00:00:08:E8,SN-SWITCH-02280,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:E9,SN-ONU-02281,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:EA,SN-ONT-02282,dual_band
ZTE,ONU,F601,02:00:00:00:08:EB,SN-ONU-02283,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:EC,SN-ROUTER-02284,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:ED,SN-MODEM-02285,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:EE,SN-ACCESSPOINT-02286,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:EF,SN-ROUTER-02287,single_band
Netgear,Switch,GS308,02:00:00:00:08:F0,SN-SWITCH-02288,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:F1,SN-ONU-02289,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:F2,SN-ONT-02290,dual_band
ZTE,ONU,F601,02:00:00:00:08:F3,SN-ONU-02291,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:F4,SN-ROUTER-02292,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:F5,SN-MODEM-02293,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:F6,SN-ACCESSPOINT-02294,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:F7,SN-ROUTER-02295,single_band
Netgear,Switch,GS308,02:00:00:00:08:F8,SN-SWITCH-02296,dual_band
Nokia,ONU,G-140W-C,02:00:00:00:08:F9,SN-ONU-02297,single_band
Huawei,ONT,HG8245H,02:00:00:00:08:FA,SN-ONT-02298,dual_band
ZTE,ONU,F601,02:00:00:00:08:FB,SN-ONU-02299,single_band
TP-Link,Router,Archer C6,02:00:00:00:08:FC,SN-ROUTER-02300,dual_band
Cisco,Modem,MB8600,02:00:00:00:08:FD,SN-MODEM-02301,single_band
Ubiquiti,Access Point,EAP225,02:00:00:00:08:FE,SN-ACCESSPOINT-02302,dual_band
MikroTik,Router,hEX-S,02:00:00:00:08:FF,SN-ROUTER-02303,single_band
Netgear,Switch,GS308,02:00:00:00:09:00,SN-SWITCH-02304,dual_band
